espn_id,full_name,nationality,current_team,league,date_of_birth,age,star_sign,position,image_url
221278,Dominik Greif,Slovakia,Lyon,Ligue 1,1997-04-06,29,Aries,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/a/a4/Zen-Slovan_%281%29.jpg
222175,Rémy Descamps,France,Lyon,Ligue 1,1996-06-25,29,Cancer,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/d/d7/Descamps_asse_ol_2425.png
384990,Yvann Konan,,Lyon,Ligue 1,2007-01-16,19,Capricorn,Goalkeeper,
403421,Matthias Da Silva,Portugal,Lyon,Ligue 1,2007-12-01,18,Sagittarius,Goalkeeper,
145190,Nicolás Tagliafico,Argentina,Lyon,Ligue 1,1992-08-31,33,Virgo,Defender,https://a.espncdn.com/i/headshots/soccer/players/full/145190.png
193448,Hans Hateboer,Netherlands,Lyon,Ligue 1,1994-01-09,32,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/0/02/Hanshateboer.jpg
213181,Moussa Niakhaté,Senegal,Lyon,Ligue 1,1996-03-08,30,Pisces,Defender,https://upload.wikimedia.org/wikipedia/commons/1/1f/Niakhat%C3%A9_asse_ol_2425.png
214649,Clinton Mata,Angola,Lyon,Ligue 1,1992-11-07,33,Scorpio,Defender,https://upload.wikimedia.org/wikipedia/commons/b/b6/Mata_asse_ol_2425.png
285088,Abner,Brazil,Lyon,Ligue 1,2000-05-27,26,Gemini,Defender,
301354,Ruben Kluivert,Netherlands,Lyon,Ligue 1,2001-05-21,25,Gemini,Defender,https://a.espncdn.com/i/headshots/soccer/players/full/301354.png
403110,Noham Kamara,France,Lyon,Ligue 1,2007-01-22,19,Capricorn,Defender,
418318,Prince Mbatshi Mukuba,France,Lyon,Ligue 1,2006-01-11,20,Capricorn,Defender,
419943,Steeve Kango,France,Lyon,Ligue 1,2006-12-09,19,Sagittarius,Defender,
192060,Corentin Tolisso,France,Lyon,Ligue 1,1994-08-03,31,Leo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/7/7b/Tolisso%2520asse%2520ol%25202425.png
214402,Ainsley Maitland-Niles,England,Lyon,Ligue 1,1997-08-29,28,Virgo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/7/71/Miles%2520asse%2520ol%25202425.png
228424,Orel Mangala,Belgium,Lyon,Ligue 1,1998-03-18,28,Pisces,Midfielder,https://upload.wikimedia.org/wikipedia/commons/7/74/Orel%2520mangala.jpg
298522,Tyler Morton,England,Lyon,Ligue 1,2002-10-31,23,Scorpio,Midfielder,https://upload.wikimedia.org/wikipedia/commons/7/7f/FC_RB_Salzburg_vs._Liverpool_FC_%282022-07-27%2C_Testspiel%29_19_%28cropped%29.jpg
303308,Tanner Tessmann,USA,Lyon,Ligue 1,2001-09-24,24,Libra,Midfielder,https://upload.wikimedia.org/wikipedia/commons/f/fc/Tessmann%2520asse%2520ol%25202425.png
305545,Pavel Sulc,Czechia,Lyon,Ligue 1,2000-12-29,25,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/9/9b/Pavel_%C5%A0ulc_%28cropped%29.jpg
306895,Adam Karabec,Czechia,Lyon,Ligue 1,2003-07-02,22,Cancer,Midfielder,https://upload.wikimedia.org/wikipedia/commons/f/f4/2025-03-05_Adam_Karabec_HSV_pic1.jpg
355253,Fallou Fall,Senegal,Lyon,Ligue 1,2006-03-08,20,Pisces,Midfielder,https://upload.wikimedia.org/wikipedia/commons/2/25/Lens_-_Reims_%2812-05-2023%29_42_%28cropped%29.jpg
365562,Noah Nartey,Denmark,Lyon,Ligue 1,2005-10-05,20,Libra,Midfielder,https://upload.wikimedia.org/wikipedia/commons/a/a6/Noah_Nartey_%282023%29.png
402948,Mathys De Carvalho,Portugal,Lyon,Ligue 1,2005-05-01,21,Taurus,Midfielder,
408345,Khalis Merah,France,Lyon,Ligue 1,2007-02-24,19,Pisces,Midfielder,
408362,Tiago Manuel Gonçalves Silva,Portugal,Lyon,Ligue 1,2007-02-18,19,Aquarius,Midfielder,
173214,Rachid Ghezzal,Algeria,Lyon,Ligue 1,1992-05-09,34,Taurus,Forward,https://upload.wikimedia.org/wikipedia/commons/b/bd/Rachid%2520Ghezzal%252020231008%25201%2520%2528cropped%2529.jpg
219543,Roman Yaremchuk,Ukraine,Lyon,Ligue 1,1995-11-27,30,Sagittarius,Forward,https://upload.wikimedia.org/wikipedia/commons/5/51/Roman%2520Yaremchuk%25202021.jpg
333310,Ernest Nuamah,Ghana,Lyon,Ligue 1,2003-11-01,22,Scorpio,Forward,https://upload.wikimedia.org/wikipedia/commons/2/26/Nuamah_vs_FCSB.png
340645,Malick Fofana,Belgium,Lyon,Ligue 1,2005-03-31,21,Aries,Forward,https://upload.wikimedia.org/wikipedia/commons/7/7c/Fofana_asse_ol_2425.png
346612,Endrick null,Brazil,Lyon,Ligue 1,2006-07-21,19,Cancer,Forward,
361258,Afonso Moreira,Portugal,Lyon,Ligue 1,2005-03-19,21,Pisces,Forward,
403842,Rémi Himbert,France,Lyon,Ligue 1,2008-02-29,18,Pisces,Forward,
415054,Adil Hamdani,France,Lyon,Ligue 1,2009-01-21,17,Capricorn,Forward,
167192,Gerónimo Rulli,Argentina,Marseille,Ligue 1,1992-05-20,34,Taurus,Goalkeeper,https://a.espncdn.com/i/headshots/soccer/players/full/167192.png
228707,Jeffrey de Lange,Netherlands,Marseille,Ligue 1,1998-04-01,28,Aries,Goalkeeper,https://a.espncdn.com/i/headshots/soccer/players/full/228707.png
280650,Théo Vermot,France,Marseille,Ligue 1,1997-01-27,29,Capricorn,Goalkeeper,
330271,Jelle Van Neck,Belgium,Marseille,Ligue 1,2004-03-07,22,Pisces,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/a/a4/Vannecke_asse_om_2425.png
159051,Emerson,Italy,Marseille,Ligue 1,1994-08-03,31,Leo,Defender,https://upload.wikimedia.org/wikipedia/commons/f/f7/Emerson%25202005.jpg
215378,Benjamin Pavard,France,Marseille,Ligue 1,1996-03-28,30,Aries,Defender,https://upload.wikimedia.org/wikipedia/commons/7/77/Benjamin%2520Pavard%252020180709.jpg
245243,Nayef Aguerd,Morocco,Marseille,Ligue 1,1996-03-30,30,Aries,Defender,https://upload.wikimedia.org/wikipedia/commons/d/d4/Nayef_Aguerd_vs_Niger%2C_5_Sept_2025.jpg
249663,Facundo Medina,Argentina,Marseille,Ligue 1,1999-05-28,27,Gemini,Defender,https://upload.wikimedia.org/wikipedia/commons/c/c8/Entra%25C3%25AEnement%2520du%2520RC%2520Lens%2520-%252015%2520juillet%25202020%252021.jpg
271555,Leonardo Balerdi,Argentina,Marseille,Ligue 1,1999-01-26,27,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/3/31/Leonardo%2520Balerdi%2520OM%2520%2528cropped%2529.jpg
307115,CJ Egan-Riley,England,Marseille,Ligue 1,2003-01-02,23,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/3/39/CJ_Egan-Riley_26042025_%282%29.jpg
414358,Pladi N'Zinga Pambani,France,Marseille,Ligue 1,2007-03-17,19,Pisces,Defender,
414465,Mathis Clement,France,Marseille,Ligue 1,2006-01-23,20,Capricorn,Defender,
414467,Rayan Bang Na,France,Marseille,Ligue 1,2007-03-18,19,Pisces,Defender,
418016,Anis Doubal,Tunisia,Marseille,Ligue 1,2006-10-29,19,Scorpio,Defender,
421852,Hilan Slimani,France,Marseille,Ligue 1,2006-02-15,20,Aquarius,Defender,
422095,Kelyann Bezahaf,Algeria,Marseille,Ligue 1,2006-05-16,20,Taurus,Defender,
152270,Geoffrey Kondogbia,Central African Republic,Marseille,Ligue 1,1993-02-15,33,Aquarius,Midfielder,https://upload.wikimedia.org/wikipedia/commons/6/65/Kondogbia%2520asse%2520om%25202425.png
159543,Pierre-Emile Højbjerg,Denmark,Marseille,Ligue 1,1995-08-05,30,Leo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/a/a8/H%25C3%25B8jbjerg%2520asse%2520om%25202425.png
257058,Hamed Traoré,Ivory Coast,Marseille,Ligue 1,2000-02-16,26,Aquarius,Midfielder,https://upload.wikimedia.org/wikipedia/commons/7/70/Hamed_Traor%C3%A8_%28cropped%29_WWFC_and_Bournemouth_AFC_players_lining_up.jpg
277525,Himad Abdelli,Algeria,Marseille,Ligue 1,1999-11-17,26,Scorpio,Midfielder,https://upload.wikimedia.org/wikipedia/commons/8/86/Abdelli%2520asse%2520sco%25202425.png
282230,Quinten Timber,Netherlands,Marseille,Ligue 1,2001-06-17,24,Gemini,Midfielder,https://a.espncdn.com/i/headshots/soccer/players/full/282230.png
324567,Bilal Nadir,Morocco,Marseille,Ligue 1,2003-11-28,22,Sagittarius,Midfielder,https://upload.wikimedia.org/wikipedia/commons/9/9f/Nadir%2520asse%2520om%25202425.png
343114,Tochukwu Nnadi,Nigeria,Marseille,Ligue 1,2003-06-30,22,Cancer,Midfielder,
345805,Arthur Vermeeren,Belgium,Marseille,Ligue 1,2005-02-07,21,Aquarius,Midfielder,https://upload.wikimedia.org/wikipedia/commons/6/64/Arthur%2520vermeeren-1691915252.png
349733,Ethan Nwaneri,England,Marseille,Ligue 1,2007-03-21,19,Aries,Midfielder,https://upload.wikimedia.org/wikipedia/commons/3/34/Ethan%2520Nwaneri.png
409118,Yanis Sellami,Algeria,Marseille,Ligue 1,2007-01-04,19,Capricorn,Midfielder,
411418,Tadjidine Mmadi,France,Marseille,Ligue 1,2007-03-03,19,Pisces,Midfielder,
421851,Nouhoum Kamissoko,Mali,Marseille,Ligue 1,2004-12-27,21,Capricorn,Midfielder,
122260,Pierre-Emerick Aubameyang,Gabon,Marseille,Ligue 1,1989-06-18,36,Gemini,Forward,https://upload.wikimedia.org/wikipedia/commons/0/0e/1%2520Pierre-Emerick%2520Aubameyang%2520%2528cropped%2529.jpg
259743,Amine Gouiri,Algeria,Marseille,Ligue 1,2000-02-16,26,Aquarius,Forward,https://upload.wikimedia.org/wikipedia/commons/8/89/RC%2520Lens%2520-%2520OGC%2520Nice%2520%252810-04-2022%2529%252025%2520Amine%2520Gouiri.jpg
266027,Timothy Weah,USA,Marseille,Ligue 1,2000-02-22,26,Pisces,Forward,https://upload.wikimedia.org/wikipedia/commons/9/9e/2022_FIFA_World_Cup_United_States_1%E2%80%931_Wales_-_%2817%29_%28cropped%29.jpg
276221,Mason Greenwood,England,Marseille,Ligue 1,2001-10-01,24,Libra,Forward,https://upload.wikimedia.org/wikipedia/commons/c/cb/Greenwood%2520asse%2520om%25202425.png
289114,Igor Paixão,Brazil,Marseille,Ligue 1,2000-06-28,25,Cancer,Forward,https://a.espncdn.com/i/headshots/soccer/players/full/289114.png
414466,Ange Lago,,Marseille,Ligue 1,2004-12-27,21,Capricorn,Forward,
421853,Ugo El Kadmiri,Sweden,Marseille,Ligue 1,2007-07-25,18,Leo,Forward,
297350,Ousmane Ba,Senegal,Metz,Ligue 1,2002-06-06,24,Gemini,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/e/e1/RC_Lens_-_FC_Metz_%2814-03-2021%29_12.jpg
370419,Pape Sy,Senegal,Metz,Ligue 1,1997-05-02,29,Taurus,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/2/26/Pape-Sy.jpg
379948,Jonathan Fischer,Denmark,Metz,Ligue 1,2001-11-09,24,Scorpio,Goalkeeper,
414158,Romain Jean Baptsiste,France,Metz,Ligue 1,2006-02-21,20,Pisces,Goalkeeper,
150283,Maxime Colin,France,Metz,Ligue 1,1991-11-15,34,Scorpio,Defender,https://upload.wikimedia.org/wikipedia/commons/7/7c/Maxime%2520Colin%2520Birmingham%25202019.jpg
163922,Bouna Sarr,Senegal,Metz,Ligue 1,1992-01-31,34,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/5/5e/BounaSarr.jpg
248668,Fodé Ballo-Touré,Senegal,Metz,Ligue 1,1997-01-03,29,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/9/9f/Fod%25C3%25A9%2520Ballo-Tour%25C3%25A9%2520%2528cropped%2529.jpg
257052,Koffi Kouao,Ivory Coast,Metz,Ligue 1,1998-05-20,28,Taurus,Defender,
362288,Sadibou Sané,Senegal,Metz,Ligue 1,2004-06-10,21,Gemini,Defender,
370501,Urie-Michel Mboula,Gabon,Metz,Ligue 1,2003-04-30,23,Taurus,Defender,
380023,Terry Yegbe,Ghana,Metz,Ligue 1,2001-01-25,25,Capricorn,Defender,
406777,Yannis Lawson,Belgium,Metz,Ligue 1,2004-11-22,21,Sagittarius,Defender,
408953,Cleo Mélières,France,Metz,Ligue 1,2005-04-13,21,Aries,Defender,
414159,Moustapha Diop,Senegal,Metz,Ligue 1,2006-06-15,19,Gemini,Defender,
416420,Tahirys Dos Santos,France,Metz,Ligue 1,2006-06-30,19,Cancer,Defender,
144280,Benjamin Stambouli,France,Metz,Ligue 1,1990-08-13,35,Leo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/4/48/2018-08-17%25201.%2520FC%2520Schweinfurt%252005%2520vs.%2520FC%2520Schalke%252004%2520%2528DFB-Pokal%2529%2520by%2520Sandro%2520Halank%25E2%2580%2593516.jpg
186151,Jean-Philippe Gbamin,Ivory Coast,Metz,Ligue 1,1995-09-25,30,Libra,Midfielder,https://upload.wikimedia.org/wikipedia/commons/0/02/Jean-Philippe%2520Gbamin%2520%2528cropped%2529.jpg
228563,Boubacar Traoré,Mali,Metz,Ligue 1,2001-08-20,24,Leo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/d/d0/RC%2520Lens%2520-%2520FC%2520Metz%2520%252814-03-2021%2529%252013.jpg
239905,Gauthier Hein,France,Metz,Ligue 1,1996-08-07,29,Leo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/9/94/Valenciennes%2520-%2520Lens%2520%252829-11-2019%2529%252040.jpg
265200,Jessy Deminguet,France,Metz,Ligue 1,1998-01-07,28,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/4/4d/RC_Lens_-_SM_Caen_%2822-02-2020%29_61.jpg
376483,Alpha Touré,Senegal,Metz,Ligue 1,2006-01-25,20,Capricorn,Midfielder,
403407,Ismaël Guerti,Morocco,Metz,Ligue 1,2004-07-30,21,Leo,Midfielder,
403997,Believe Munongo,France,Metz,Ligue 1,2009-11-23,16,Sagittarius,Midfielder,
221131,Giorgi Kvilitaia,Georgia,Metz,Ligue 1,1993-10-01,32,Libra,Forward,
223376,Habib Diallo,Senegal,Metz,Ligue 1,1995-06-18,30,Gemini,Forward,https://upload.wikimedia.org/wikipedia/commons/9/93/RC_Lens_-_FC_Metz_%2809-02-2019%29_38.jpg
276067,Giorgi Tsitaishvili,Georgia,Metz,Ligue 1,2000-11-18,25,Scorpio,Forward,https://upload.wikimedia.org/wikipedia/commons/2/22/%D0%9C%D0%B0%D1%82%D1%87_%C2%AB%D0%94%D0%B8%D0%BD%D0%B0%D0%BC%D0%BE%C2%BB_-_%C2%AB%D0%97%D0%B0%D1%80%D1%8F%C2%BB_3-1._16_%D0%B8%D1%8E%D0%BB%D1%8F_2020_%D0%B3%D0%BE%D0%B4%D0%B0_%E2%80%94_1112833.jpg
289555,Giorgi Abuashvili,Georgia,Metz,Ligue 1,2003-02-08,23,Aquarius,Forward,
356651,Lucas Michel,France,Metz,Ligue 1,2005-06-22,20,Cancer,Forward,https://upload.wikimedia.org/wikipedia/commons/4/49/Valais_Cup_2013_-_OM-FC_Porto_13-07-2013_-_Lucas_Mendes.jpg
397493,Joseph Mangondo,France,Metz,Ligue 1,2005-08-06,20,Leo,Forward,
416422,Nathan Mbala,,Metz,Ligue 1,2008-02-19,18,Pisces,Forward,
420467,Jahyann Pandore,France,Metz,Ligue 1,2007-11-25,18,Sagittarius,Forward,
131743,Anthony Lopes,Portugal,Nantes,Ligue 1,1990-10-01,35,Libra,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/e/ea/20191002_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League%2C_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0103.jpg
221041,Patrick Carlgren,Sweden,Nantes,Ligue 1,1992-01-08,34,Capricorn,Goalkeeper,
324327,Lucas Bonelli,France,Nantes,Ligue 1,2003-02-14,23,Aquarius,Goalkeeper,
349442,Alexis Mirbach,France,Nantes,Ligue 1,2005-03-04,21,Pisces,Goalkeeper,
178304,Uros Radakovic,Serbia,Nantes,Ligue 1,1994-03-31,32,Aries,Defender,https://upload.wikimedia.org/wikipedia/commons/0/01/Uro%C5%A1_Radakovi%C4%87_2019.jpg
197401,Deiver Machado,Colombia,Nantes,Ligue 1,1993-09-02,32,Virgo,Defender,https://upload.wikimedia.org/wikipedia/commons/d/d0/Lens_-_Reims_%2812-05-2023%29_33.jpg
215709,Frédéric Guilbert,France,Nantes,Ligue 1,1994-12-24,31,Capricorn,Defender,
223339,Fabien Centonze,France,Nantes,Ligue 1,1996-01-16,30,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/e/e4/Entra%25C3%25AEnement%2520RC%2520Lens%2520-%252019%2520juin%25202018%25206.jpg
227721,Kelvin Amian,France,Nantes,Ligue 1,1998-02-08,28,Aquarius,Defender,https://upload.wikimedia.org/wikipedia/commons/9/92/Kelvin%2520Amian%2520Adou%2520%25282018-04-21%2529%25202.jpg
233720,Chidozie Awaziem,Nigeria,Nantes,Ligue 1,1997-01-01,29,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/a/a1/Houston_Dynamo_vs_Colorado_Rapids_%28Chidozie_Awaziem_-_cropped%29.jpg
259022,Nicolas Cozza,France,Nantes,Ligue 1,1999-01-08,27,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/5/5f/Cozza_MHSC.jpg
315873,Ali Almusrat,Libya,Nantes,Ligue 1,2001-07-09,24,Cancer,Defender,
323709,Moutanabi Bodiang,France,Nantes,Ligue 1,2003-03-14,23,Pisces,Defender,
340239,Abakar Sylla,Ivory Coast,Nantes,Ligue 1,2002-12-25,23,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/a/a5/Sylla_asse_rcsa_2425.jpg
358699,Mathieu Acapandié,Madagascar,Nantes,Ligue 1,2004-12-14,21,Sagittarius,Defender,https://upload.wikimedia.org/wikipedia/commons/e/ee/Acapandie_asse_fcn_2425.png
360419,Hugo Lamy,France,Nantes,Ligue 1,2004-01-16,22,Capricorn,Defender,
379456,Enzo Mongo,France,Nantes,Ligue 1,2005-04-08,21,Aries,Defender,https://upload.wikimedia.org/wikipedia/commons/8/80/Enzo_Mongo.jpg
393429,Sékou Doucouré,France,Nantes,Ligue 1,2005-04-26,21,Taurus,Defender,
408886,Tylel Tati,France,Nantes,Ligue 1,2008-01-19,18,Capricorn,Defender,
121406,Francis Coquelin,France,Nantes,Ligue 1,1991-05-13,35,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/b/bf/Francis%2520Coquelin%25202019.jpg
136688,Rémy Cabella,France,Nantes,Ligue 1,1990-03-08,36,Pisces,Midfielder,https://upload.wikimedia.org/wikipedia/commons/4/4e/Remy%2520Cabella%25202019.jpg
223292,Mohamed Kaba,France,Nantes,Ligue 1,2001-10-27,24,Scorpio,Midfielder,
236004,Ibrahima Sissoko,Mali,Nantes,Ligue 1,1997-10-27,28,Scorpio,Midfielder,
297166,Johann Lepenant,France,Nantes,Ligue 1,2002-10-22,23,Libra,Midfielder,https://upload.wikimedia.org/wikipedia/commons/7/74/Lepenant_asse_fcn_2425.png
363129,Dehmaine Tabibou,France,Nantes,Ligue 1,2005-04-17,21,Aries,Midfielder,https://upload.wikimedia.org/wikipedia/commons/e/e8/FC_Salzburg_U19_gegen_FC_Nantes_U19_%282024-02-28%29_41.jpg
388558,Louis Leroux,France,Nantes,Ligue 1,2006-01-23,20,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/f/ff/FC_Salzburg_U19_gegen_FC_Nantes_U19_%282024-02-28%29_11a_07.jpg
408952,Bahmed Deuff,France,Nantes,Ligue 1,2006-03-13,20,Pisces,Midfielder,
411888,Sacha Ziani,France,Nantes,Ligue 1,2003-08-07,22,Leo,Midfielder,
129859,Youssef El Arabi,Morocco,Nantes,Ligue 1,1987-02-03,39,Aquarius,Forward,https://upload.wikimedia.org/wikipedia/commons/b/bc/Youssef-el-arabi.jpg
243816,Mostafa Mohamed,Egypt,Nantes,Ligue 1,1997-11-28,28,Sagittarius,Forward,https://upload.wikimedia.org/wikipedia/commons/8/83/Mostafa_Mohamed_-_beIN-Sports-Reklam_%282021%29_%28cropped%29.png
262507,Ignatius Ganago,Cameroon,Nantes,Ligue 1,1999-02-16,27,Aquarius,Forward,https://upload.wikimedia.org/wikipedia/commons/7/77/Entra%25C3%25AEnement%2520du%2520RC%2520Lens%2520-%252015%2520juillet%25202020%252022.jpg
318389,Matthis Abline,France,Nantes,Ligue 1,2003-03-28,23,Aries,Forward,https://upload.wikimedia.org/wikipedia/commons/9/9c/RC%2520Lens%2520-%2520FC%2520Nantes%2520%252828-10-2023%2529%252019%2520%2528cropped%2529.jpg
376215,Amady Camara,Mali,Nantes,Ligue 1,2005-05-28,21,Gemini,Forward,
388737,Bahereba Guirassy,France,Nantes,Ligue 1,2006-08-29,19,Virgo,Forward,https://upload.wikimedia.org/wikipedia/commons/e/e4/Guirassy_asse_fcn_2425.jpg
417259,Doumbia Koné,France,Nantes,Ligue 1,2007-03-11,19,Pisces,Forward,
157963,Maxime Dupé,France,Nice,Ligue 1,1993-03-04,33,Pisces,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/2/25/Dupe%2520asse%2520ogcn%25202425.png
241029,Yehvann Diouf,Senegal,Nice,Ligue 1,1999-11-16,26,Scorpio,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/e/e2/Diouf_asse_sr_2425.png
368014,Bartosz Zelazowski,Poland,Nice,Ligue 1,2005-04-25,21,Taurus,Goalkeeper,
409027,Théo Bruyère,France,Nice,Ligue 1,2006-08-17,19,Leo,Goalkeeper,
418043,Matys Youst,France,Nice,Ligue 1,2008-01-14,18,Capricorn,Goalkeeper,
130165,Dante,Brazil,Nice,Ligue 1,1983-10-18,42,Libra,Defender,https://upload.wikimedia.org/wikipedia/commons/1/1c/Dante%2520asse%2520ogcn%25202425.png
232089,Jonathan Clauss,France,Nice,Ligue 1,1992-09-25,33,Libra,Defender,https://upload.wikimedia.org/wikipedia/commons/b/b1/Clauss%2520asse%2520ogcn%25202425.png
236957,Mohamed Abdelmoneim,Egypt,Nice,Ligue 1,1999-02-01,27,Aquarius,Defender,
265234,Ali Abdi,Tunisia,Nice,Ligue 1,1993-12-20,32,Sagittarius,Defender,https://upload.wikimedia.org/wikipedia/commons/f/f1/Abdi%2520asse%2520ogcn%25202425.png
265923,Melvin Bard,France,Nice,Ligue 1,2000-11-06,25,Scorpio,Defender,https://upload.wikimedia.org/wikipedia/commons/5/52/RC%2520Lens%2520-%2520OGC%2520Nice%2520%252810-04-2022%2529%252042.jpg
319161,Antoine Mendy,Senegal,Nice,Ligue 1,2004-05-27,22,Gemini,Defender,https://upload.wikimedia.org/wikipedia/commons/4/48/Mendy_asse_ogcn_2425.png
357205,Kojo Peprah Oppong,Ghana,Nice,Ligue 1,2004-06-04,22,Gemini,Defender,
358975,Moïse Bombito,Canada,Nice,Ligue 1,2000-03-30,26,Aries,Defender,https://a.espncdn.com/i/headshots/soccer/players/full/358975.png
370703,Juma Bah,Sierra Leone,Nice,Ligue 1,2006-04-11,20,Aries,Defender,https://upload.wikimedia.org/wikipedia/commons/a/a8/Bah_rcl_asse_2425.png
396919,Laurenzo Monteiro,France,Nice,Ligue 1,2004-05-28,22,Gemini,Defender,
399226,Mousslim Youssouf,France,Nice,Ligue 1,2006-01-09,20,Capricorn,Defender,
404832,Brad-Hamilton Mantsounga,Congo,Nice,Ligue 1,2007-09-06,18,Virgo,Defender,
408218,Kayyum Alabi,France,Nice,Ligue 1,2007-09-17,18,Virgo,Defender,
418319,Yanis Sofikitis,France,Nice,Ligue 1,2007-02-03,19,Aquarius,Defender,
176816,Morgan Sanson,France,Nice,Ligue 1,1994-08-18,31,Leo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/6/68/U-19%2520EC-Qualifikation%2520Austria%2520vs.%2520France%25202013-06-10%2520%2528132%2529.jpg
240672,Tanguy Ndombele,France,Nice,Ligue 1,1996-12-28,29,Capricorn,Midfielder,
255192,Youssouf Ndayishimiye,Burundi,Nice,Ligue 1,1998-10-27,27,Scorpio,Midfielder,https://upload.wikimedia.org/wikipedia/commons/a/a5/Ndayishimiye_asse_ogcn_2425.png
276260,Charles Vanhoutte,Belgium,Nice,Ligue 1,1998-09-16,27,Virgo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/7/74/Charles_Vanhoutte_RUSG_2025.jpg
276995,Sofiane Diop,Morocco,Nice,Ligue 1,2000-06-09,25,Gemini,Midfielder,https://upload.wikimedia.org/wikipedia/commons/4/4d/Diop%2520asse%2520ogcn%25202425.png
287078,Hicham Boudaoui,Algeria,Nice,Ligue 1,1999-09-23,26,Libra,Midfielder,https://upload.wikimedia.org/wikipedia/commons/b/b9/Boudaoui_asse_ogcn_2425.png
292769,Salis Abdul Samed,Ghana,Nice,Ligue 1,2000-03-26,26,Aries,Midfielder,https://upload.wikimedia.org/wikipedia/commons/5/52/Lens%2520-%2520Reims%2520%252812-05-2023%2529%252045.jpg
357425,Djibril Coulibaly,France,Nice,Ligue 1,2008-11-18,17,Scorpio,Midfielder,
362061,Tom Louchet,France,Nice,Ligue 1,2003-05-04,23,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/e/ee/Louchet_asse_ogcn_2425.png
397392,Gabin Bernardeau,France,Nice,Ligue 1,2006-01-24,20,Capricorn,Midfielder,
416459,Millan Brignone,France,Nice,Ligue 1,2007-03-24,19,Aries,Midfielder,
416460,Everton Pereira,France,Nice,Ligue 1,2007-04-12,19,Aries,Midfielder,
282597,Isak Jansson,Sweden,Nice,Ligue 1,2002-01-31,24,Capricorn,Forward,
290081,Tiago Gouveia,Portugal,Nice,Ligue 1,2001-06-18,24,Gemini,Forward,
304151,Kevin Carlos,Spain,Nice,Ligue 1,2001-04-10,25,Aries,Forward,
306557,Mohamed-Ali Cho,France,Nice,Ligue 1,2004-01-19,22,Capricorn,Forward,https://upload.wikimedia.org/wikipedia/commons/4/4b/Cho%2520asse%2520ogcn%25202425.png
311118,Elye Wahi,Ivory Coast,Nice,Ligue 1,2003-01-02,23,Capricorn,Forward,https://upload.wikimedia.org/wikipedia/commons/d/dd/Elye_Wahi_2022.jpg
379066,Kail Boudache,France,Nice,Ligue 1,2006-06-15,19,Gemini,Forward,
399717,Zoumana Diallo,France,Nice,Ligue 1,2005-02-02,21,Aquarius,Forward,
408217,Enguerrand Bouard,France,Nice,Ligue 1,2007-03-09,19,Pisces,Forward,
413847,Jah-Mason Telusson,France,Nice,Ligue 1,2008-05-20,18,Taurus,Forward,
418320,Kéfren Ali,France,Nice,Ligue 1,2007-03-22,19,Aries,Forward,
86255,Rémy Riou,France,Paris FC,Ligue 1,1987-08-06,38,Leo,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/8/8c/R%25C3%25A9my%2520Riou.JPG
122280,Kevin Trapp,Germany,Paris FC,Ligue 1,1990-07-08,35,Cancer,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/e/e5/2022128173648%25202022-05-08%2520Fussball%2520Eintracht%2520Frankfurt%2520vs%2520Borussia%2520M%25C3%25B6nchengladbach%2520-%2520Sven%2520-%25201D%2520X%2520MK%2520II%2520-%25200670%2520-%2520AK8I7405%2520%2528Kevin%2520Trapp%2520ropped%2529.jpg
